Subset,Variable,Exclude,Avg_mean,Subset_mean,Delta,Avg_count,Subset_count,Avg_stdev,Subset_stdev,Significance
lifestage: Single Without Children,PR_Appearance of Wheels & Rims,,3.631500743,3.571428571,-0.060072172,6057,1134,1.112667963,1.131945769,0.99899984
model: Honda Accord Hybrid Sdn,PR_Overall Seat Comfort,,4.386697475,4.19047619,-0.196221284,6059,63,0.723259721,0.930784318,0.998947756
occupation: Skilled Trade,Shop_Brand Repurchase Loyal,,0.488794436,0.391891892,-0.096902544,2588,74,0.499971023,0.491505029,0.998883761
residence: Farming Area,IS_Kelly Blue Book (KBB),,0.225316908,0.180722892,-0.044594016,5601,249,0.417828156,0.385563422,0.998667665
model: Ford Fusion Hybrid,PR_Seating Versatility/Stowaway,,3.764960827,3.5,-0.264960827,5999,42,1.035272778,1.018128364,0.998584664
ethnicity: Other,PR_Passing Capability,,4.093941909,3.86746988,-0.226472029,6025,83,0.912400632,1.237336679,0.998581414
"DMA: Sacramento et al, CA (862)",PR_Sound of Doors/Trunk/Hatch Shutting,,3.419861203,3.184782609,-0.235078594,6052,92,1.252736729,1.350045566,0.998535529
"DMA: Cincinnati, OH (515)",PR_Dealer Location,,3.630715532,3.347826087,-0.282889445,5730,46,1.151970851,1.139539699,0.99846019
problem: No Problems,PSY_I prefer vehicles that provide superior handling and cornering agility,,4.087527757,4.043668122,-0.043859635,5404,1603,0.906676183,0.947742976,0.998406911
state: Nevada,D_Farming Area,,0.045109424,0,-0.045109424,6717,58,0.207559576,0,0.998404071
occupation: Professional Specialty,PR_Engine Performance,,4.337186262,4.274678112,-0.06250815,6056,466,0.781438853,0.790863421,0.998401446
education: Some College,D_Marital Status_N,,1.767867272,1.735294118,-0.032573154,7052,1666,0.695121351,0.735322734,0.998290395
model: Honda Accord Hybrid Sdn,"PR_Connectivity (WiFi, Bluetooth, etc.)",,4.07538692,3.841269841,-0.234117078,6009,63,0.991714152,1.110163446,0.99825554
lifestage: Married With Children,PR_Front Seat Roominess,,4.278835016,4.235014272,-0.043820744,6043,1051,0.796504591,0.798183339,0.998122346
shop segment: Smaller Car,S_Passenger Seat Adjustability,,5.391064026,5.290584416,-0.10047961,2171,616,1.385072931,1.32578272,0.997769955
problem: Not Much Of A Problem,PR_Past Experience With Brand,,4.001770538,3.829268293,-0.172502246,5648,164,1.197067302,1.322804959,0.997734827
"DMA: New York, NY (501)",PSY_I'm Curious and Open to Experiences,,3.860003709,3.771587744,-0.088415965,5393,359,0.958843618,0.987732286,0.997641446
ethnicity: Hispanic/Latino,PR1_Overall thoughtful engineering,,0.012098548,0.002512563,-0.009585985,4546,398,0.109338022,0.050125471,0.997611079
"DMA: Boston et al, MA-NH (506)",S_Size/Proportions,,5.815251929,5.553571429,-0.261680501,2203,56,1.158980952,1.158677033,0.997572636
residence: Suburban Community Of A Large City,PR_Dealer Location,,3.630715532,3.585017836,-0.045697696,5730,2523,1.151970851,1.171041288,0.997517373
"DMA: Mobile et al, AL-FL (686)",PR_Audiovisual System,,3.826868653,3.482758621,-0.344110033,6007,29,1.059968726,1.089583461,0.997489284
region: Western Region,S_Overall Experience with Service Dept.,,5.690191388,5.548192771,-0.141998616,1672,332,1.440526356,1.435658228,0.997430542
"DMA: Miami-Ft. Lauderdale, FL (528)",D_Age 35 + / Income More than $70K  / No College Degree,,0.135216632,0.083333333,-0.051883299,6301,120,0.341981952,0.277544253,0.997311248
state: Michigan,PSY_I will easily switch brands for price or features,,3.323011311,3.160621762,-0.162389549,5393,193,1.302482386,1.346331291,0.9972476
shop segment: Smaller Car,S_Interior Lighting,,5.680821918,5.589371981,-0.091449937,2190,621,1.222952138,1.224935716,0.997208989
model: Subaru Legacy,PR_Audiovisual System,,3.826868653,3.705357143,-0.12151151,6007,224,1.059968726,1.085066945,0.99714171
model: Honda Accord Sdn,S_OVERALL Thoughtful Engineering,,5.649074074,5.5,-0.149074074,2160,148,1.198655675,1.053016399,0.997136044
"DMA: Sacramento et al, CA (862)",PR_Overall Image of the Vehicle,,4.229422067,4.036585366,-0.192836701,5710,82,0.852952493,1.047573586,0.997083413
model: Ford Fusion,PSY_I want to be able to traverse any terrain,,2.231102733,2.066666667,-0.164436067,5305,180,1.376013821,1.314296124,0.996850003
"DMA: Providence et al, RI-MA (521)",PR_Navigation System,,3.318371797,2.869565217,-0.44880658,5503,23,1.398460272,1.254241815,0.996803786
"DMA: St. Louis, MO (609)",UF_Other Use: With Rear Seats Folded/Removed,,0.564171123,0.352941176,-0.211229947,1122,17,0.725402272,0.492592183,0.996453087
"DMA: Houston, TX (618)",UF_Other Use: With Rear Seats Folded/Removed,,0.564171123,0.352941176,-0.211229947,1122,17,0.725402272,0.492592183,0.996453087
occupation: Skilled Trade,D_Younger-Family - Income Over $80K,,0.055147059,0.02991453,-0.025232529,5168,234,0.22828917,0.170716721,0.996400321
shop segment: Sporty Car,PR_Interior Storage,,3.94982613,3.772151899,-0.177674231,6039,79,0.907971152,0.946645455,0.996177292
occupation: Not Employed,Shop_Considered New / Used,,0.912560722,0.849056604,-0.063504118,2882,53,0.28252672,0.361419552,0.996058834
lifestage_3: Older-Family - Income Over $80K,S_OVERALL Experience with Selling Dealership,,5.544444444,5.166666667,-0.377777778,2160,42,1.435623872,1.446891819,0.995989695
shop segment: SUV,PR_Interior Colors,,3.971712159,3.889156627,-0.082555532,6045,415,0.94786,0.993822957,0.995880211
"DMA: Los Angeles, CA (803)",PR1_Overall driving performance,,0.075670919,0.04743083,-0.028240089,4546,253,0.264499945,0.212979897,0.995769724
residence: Farming Area,IS_Consumer Reports,,0.297625424,0.248995984,-0.04862944,5601,249,0.4572547,0.433302439,0.995764534
"DMA: Columbus, OH (535)",A_Miles Driven Per Month on Average,,1092.194065,859.0909091,-233.1031559,2123,11,1085.53613,421.1995856,0.995727105
state: Massachusetts,PR_Driver Armrests,,3.899154089,3.742424242,-0.156729846,6029,132,1.002542032,1.081568074,0.995699828
shop segment: Luxury Car,PR1_Overall driving performance,,0.075670919,0.044334975,-0.031335944,4546,203,0.264499945,0.206347122,0.995666227
lifestage_3: Older-Family - Income Over $80K,S_Navigation System,,5.340425532,4.625,-0.715425532,987,16,1.532480331,1.62788206,0.995656834
cross shop: Yes,UF_Other Use: Off-Road Use - Rocks/Streams/Mud/Etc.,,0.026737968,0.011965812,-0.014772156,1122,585,0.24845259,0.123561859,0.995580918
model: Mazda6,D_Hispanic/Latino,,0.100704331,0.056,-0.044704331,6673,125,0.30095937,0.230846968,0.995578778
lifestage: Single With Children,S_OVERALL Driving Performance,,5.91559633,5.62962963,-0.285966701,2180,54,1.130833197,1.248339218,0.995461512
"DMA: Minneapolis-St. Paul, MN (613)",S_Smoothness Of Transmission,,5.647247706,4.846153846,-0.80109386,2180,13,1.266240707,1.625123269,0.995419796
generation: Millennials (1979 - ),PR_Braking,,4.491261797,4.455810717,-0.03545108,5722,1437,0.702339971,0.740982926,0.995321353
marital status: Other,U_Personal uses - Shopping/errands,,0.978590544,0.939393939,-0.039196605,1121,33,0.144809521,0.242305842,0.995312317
"DMA: Las Vegas, NV (839)",A_Mpg - Highway,,32.30363423,30.83333333,-1.470300899,1706,12,6.864534101,2.79067712,0.995309555
ethnicity: Other,PT_Current prices/rebates were appealing,,0.327442037,0.236111111,-0.091330926,5262,72,0.469324631,0.427671572,0.995126171
state: Wisconsin,"PSY_I want a basic, no-frills vehicle that does the job",,2.647792885,2.425531915,-0.22226097,5369,94,1.370256779,1.290905839,0.99498276
dispose segment: Small Pickup,PR_Overall Experience with Selling Dealership,,4.209180098,3.888888889,-0.320291209,5708,36,0.941446695,1.140871291,0.994837629
state: Delaware,S_Blind Spot Warning,,5.741657696,4,-1.741657696,929,7,1.442877067,2.380476143,0.994797298
occupation: Technical Specialty,S_Driver Seat Adjustability,,5.725103258,5.536231884,-0.188871374,2179,138,1.281058026,1.307805987,0.994668186
education: Post-Graduate Degree,PR_Braking,,4.491261797,4.453825858,-0.037435939,5722,1137,0.702339971,0.704503782,0.994645878
lifestage: Other Without Children,"S_Interactive Information System (e.g., OnStar, mbrace, iDrive, etc.)",,5.338218715,3.833333333,-1.504885381,887,6,1.541939789,1.834847859,0.994623357
lifestage: Single Without Children,U_Business uses - Mobile office/work site,,0.068688671,0.0390625,-0.029626171,1121,256,0.253036863,0.194123217,0.994583509
state: Ohio,PSY_I will easily switch brands for price or features,,3.323011311,3.166666667,-0.156344644,5393,216,1.302482386,1.374180517,0.994460363
lifestage: Partnered Without Children,"S_Interactive Information System (e.g., OnStar, mbrace, iDrive, etc.)",,5.338218715,4.625,-0.713218715,887,8,1.541939789,1.060660172,0.994440299
education: Some High School,A_Miles Driven Per Month on Average,,1092.194065,827.8571429,-264.3369221,2123,21,1085.53613,698.0196477,0.994369836
"DMA: St. Louis, MO (609)",S_OVERALL Interior Versatility,,5.613457077,5.275862069,-0.337595008,2155,29,1.212556127,1.065583399,0.99430258
lifestage: Single With Children,S_Interior Lighting,,5.680821918,5.339622642,-0.341199276,2190,53,1.222952138,1.479908992,0.994071149
"DMA: Ft. Myers-Naples, FL (571)",PSY_I want to look good when driving my vehicle,,3.787968808,3.477272727,-0.310696081,5386,44,1.099663186,1.229267817,0.994064671
occupation: Professional Specialty,D_Other Without Children,,0.023081052,0.01010101,-0.012980042,5589,396,0.150174406,0.100121394,0.994049553
problem: No Problems,"PR_Flat Tire Preparedness (spare, run-flat, etc.)",,3.459323254,3.398045603,-0.061277652,5556,1535,1.301235794,1.298327612,0.994029013
state: Illinois,D_Gender_N,,1.45186863,1.4,-0.05186863,7064,250,0.49771321,0.490880694,0.994014396
"DMA: Rochester, NY (538)",PSY_My vehicle gives me a feeling of adventure,,3.420572917,3.088888889,-0.331684028,5376,45,1.1333494,1.328399964,0.993834783
lifestage_3: Pre-Family - Income $80K or Less,"S_Backup System (camera, sensors, etc.)",,5.852235294,5.651851852,-0.200383442,2125,135,1.260287588,1.378505131,0.993677049
dispose segment: Minivan,Shop_Satisfaction with Disposed Veh,,5.191627212,4.924731183,-0.266896029,4013,93,1.546845653,1.541008698,0.993673277
model: Hyundai Sonata,OA_How Likely to Recommend Purchase Dealership,,8.619745699,8.369565217,-0.250180482,6685,230,2.27143008,2.273433965,0.993606923
cross shop: No,D_Pacific Islander,,0.006144163,0.002798507,-0.003345656,6673,2144,0.078149392,0.052839172,0.993602323
shop segment: No Other Make Considered,D_Pacific Islander,,0.006144163,0.002798507,-0.003345656,6673,2144,0.078149392,0.052839172,0.993602323
generation: Generation X (1965 - 1978),PR_Overall Impression of Durability/Reliability,,4.429939077,4.392537313,-0.037401764,5745,1340,0.722216402,0.761040409,0.993587908
occupation: Skilled Trade,S_OVERALL Thoughtful Engineering,,5.649074074,5.390625,-0.258449074,2160,64,1.198655675,1.229494508,0.993451419
model: Chrysler 200 Sdn,PR1_Reputation/prestige of manufacturer,,0.040475143,0.009090909,-0.031384234,4546,110,0.197092493,0.095346259,0.99343008
occupation: Sales Work - Retired,D_Older-Family (Age Oldest Child 13-17),,0.155780713,0.066666667,-0.089114046,5527,45,0.362680136,0.25226249,0.993422143
model: Toyota Camry,S_Door Handles - Exterior,,5.720327422,5.550387597,-0.169939825,2199,129,1.160661182,1.138538265,0.993367468
state: Illinois,PSY_I just want the basics on my vehicle - no extras,,2.609139885,2.447916667,-0.161223218,5383,192,1.33914774,1.337104723,0.993209399
"DMA: San Antonio, TX (641)",Shop_Brand Household Loyal,,0.531176345,0.404761905,-0.12641444,4667,42,0.499080561,0.496795772,0.993197801
model: Honda Accord Hybrid Sdn,PR_Overall Exterior Workmanship,,4.179669421,3.952380952,-0.227288469,6050,63,0.891325858,1.084027309,0.993158439
"DMA: Raleigh et al, NC (560)",PR_Riding Comfort,,4.430596769,4.292134831,-0.138461937,6066,89,0.729688551,0.786277871,0.993114097
marital status: Single,PT_Previous lease expired/was about to expire,,0.093690612,0.080547945,-0.013142667,5262,1825,0.291425499,0.272214211,0.993084419
occupation: Professional Specialty - Retired,PR_Overall Exterior Workmanship,,4.179669421,4.052238806,-0.127430616,6050,134,0.891325858,0.886974787,0.992998639
"occupation: Teacher, Educator - Retired",S_Ease of Loading/Unloading Cargo,,5.663757464,5.444444444,-0.21931302,2177,90,1.191242258,1.237168851,0.992927679
problem: Not Much Of A Problem,S_Warranty Coverage,,5.431408776,5.265536723,-0.165872053,2165,177,1.278476776,1.293602646,0.992789228
model: Kia Optima Hybrid,D_White/Caucasian,,0.694140566,0.575,-0.119140566,6673,40,0.460805015,0.500640615,0.992782286
shop segment: SUV,PR_Fun To Drive,,4.223808733,4.145631068,-0.078177665,6023,412,0.9064793,0.940132692,0.992765725
"DMA: St. Louis, MO (609)",PR_Cargo Capacity,,3.930640622,3.753424658,-0.177215965,6041,73,0.937265505,0.909530128,0.992720197
"DMA: Sacramento et al, CA (862)",PR_Overall Experience with Selling Dealership,,4.209180098,4.012345679,-0.196834419,5708,81,0.941446695,1.066464101,0.992712095
dispose segment: Luxury Car,S_Riding Comfort,,5.810798548,5.609090909,-0.201707639,2204,110,1.191226628,1.256874342,0.992588948
"DMA: San Francisco et al, CA (807)",S_OVERALL Interior Versatility,,5.613457077,5.326086957,-0.28737012,2155,46,1.212556127,1.15574599,0.992553384
"occupation: Administrative, Clerical - Retired",D_Pre-Family - Income Over $80K,,0.04373065,0,-0.04373065,5168,60,0.204514972,0,0.992532304
cross shop: Yes,S_Freedom from Wind and Road Noise,,5.31624714,5.234171726,-0.082075414,2185,1153,1.390784891,1.374612835,0.992396498
"DMA: Los Angeles, CA (803)",PR1_Price/deal offered,,0.065992081,0.039525692,-0.026466389,4546,253,0.248295565,0.195228225,0.992355406
"DMA: New York, NY (501)",PSY_I see my vehicle as an extension of my personality,,3.598333333,3.491666667,-0.106666667,5400,360,1.177817525,1.198856233,0.992251534
state: Connecticut,D_Single Without Children,,0.238504205,0.157894737,-0.080609468,5589,76,0.426207052,0.367065174,0.992133141
"DMA: New York, NY (501)","PR_Interest Rate, Credit Terms",,3.964668094,3.850948509,-0.113719585,5604,369,1.2427196,1.296737302,0.992029202
dispose segment: SUV,Shop_First Vehicle Purch/Leased New ?,,0.248989975,0.216269841,-0.032720133,6683,504,0.432460347,0.412109415,0.991951053
region: Northeast Region,D_Single With Children,,0.099302201,0.08269962,-0.016602581,5589,1052,0.299094098,0.275558654,0.991925695
dispose segment: Luxury Car,"PSY_When I drive for fun, I mainly prefer to relax and listen to music or talk",,4.089163744,3.988721805,-0.100441939,5417,266,0.97285289,0.977030861,0.991920402
region: Southern Region,D_Age 35 + / Income More than $70K  / No College Degree,,0.135216632,0.121960784,-0.013255848,6301,2550,0.341981952,0.327304694,0.991890443
"DMA: Jacksonville, FL (561)",IS_Word of Mouth,,0.173540439,0.075,-0.098540439,5601,40,0.378747629,0.266746783,0.991794699
occupation: Student,PR_Overall Impression of Durability/Reliability,,4.429939077,4.166666667,-0.263272411,5745,36,0.722216402,0.941123948,0.991592212
region: Central Region,PR1_Driving distance on full tank/charge,,0.018037835,0.00989011,-0.008147726,4546,910,0.133102852,0.099010445,0.99155872
state: North Carolina,PR_Overall Experience with Service Department,,4.133859784,4.017621145,-0.116238639,5192,227,1.036788851,1.047393553,0.991364829
dispose segment: Did Not Own,IS_Television,,0.115515087,0.086455331,-0.029059755,5601,347,0.319671075,0.281441069,0.991309395
"DMA: Washington et al, DC-MD (511)",PR_Appearance of Wheels & Rims,,3.631500743,3.449152542,-0.182348201,6057,118,1.112667963,1.195414727,0.991082386
state: Nebraska,OA_How Feel About New Vehicle,,2.188299817,1.777777778,-0.410522039,2188,9,0.734050178,0.666666667,0.990972021
state: Ohio,PSY_I want the most versatility in my interior,,3.678365831,3.565420561,-0.11294527,5385,214,0.997855205,0.989579776,0.990836813
occupation: Technical Specialty,S_Appearance of Tires,,5.59655485,5.417266187,-0.179288663,2206,139,1.234598325,1.250502975,0.990785953
dispose segment: Minivan,PSY_My vehicle is my sanctuary,,3.301862197,3.098901099,-0.202961098,5370,91,1.235508766,1.164807519,0.990734792
shop segment: Smaller Car,PR1_Driving distance on full tank/charge,,0.018037835,0.010911925,-0.00712591,4546,1283,0.133102852,0.103929177,0.990640204
lifestage_3: Pre-Family - Income Over $80K,PSY_I just want the basics on my vehicle - no extras,,2.609139885,2.443786982,-0.165352903,5383,169,1.33914774,1.290339509,0.990606106
gender: Female,IS_Manufacturer Brochures,,0.057311194,0.047911548,-0.009399647,5601,2442,0.232457026,0.213622843,0.990588034
"DMA: Los Angeles, CA (803)",PT_Previous vehicle was damaged or had to be replaced,,0.155074116,0.120634921,-0.034439196,5262,315,0.362009724,0.32622075,0.990551873
model: Subaru Legacy,PT_Current interest or lease rates were appealing,,0.231851007,0.174496644,-0.057354363,5262,149,0.422054463,0.380816045,0.990368875
problem: Not Much Of A Problem,S_OVERALL Driving Performance,,5.91559633,5.767045455,-0.148550876,2180,176,1.130833197,1.159923307,0.990182849
"DMA: Minneapolis-St. Paul, MN (613)",PR_Past Experience With Brand,,4.001770538,3.653061224,-0.348709314,5648,49,1.197067302,1.465591752,0.990157491
model: Toyota Camry,UF_Personal Use: To and From Work,,2.925560538,2.5,-0.425560538,1115,54,1.668383129,1.850548109,0.990120853
dispose segment: Minivan,Shop_Considered New / Used,,0.912560722,0.844444444,-0.068116277,2882,45,0.28252672,0.3665289,0.990055704
residence: Suburban Community Of A Large City,PR_Driving Distance on Full Tank/Charge,,4.324550689,4.292740976,-0.031809713,5731,2521,0.80728962,0.821331951,0.990003767
lifestage_3: Post-Family - Income Over $80K,PR_Level of Standard Equipment,,4.192159608,4.143712575,-0.048447033,5714,668,0.809644381,0.716274294,0.98995415
shop segment: Smaller Car,S_Appearance Of Paint Job,,5.982797646,5.900958466,-0.08183918,2209,626,1.119116319,1.105520276,0.989801696
marital status: Married,PR_Dealer Location,,3.630715532,3.590532544,-0.040182988,5730,3380,1.151970851,1.129299458,0.989738068
education: College Graduate,PR_Engine Performance,,4.337186262,4.303111588,-0.034074674,6056,1864,0.781438853,0.792389306,0.989715682
"DMA: New York, NY (501)",S_Affordable to Buy,,5.36443418,5.182389937,-0.182044243,2165,159,1.338582414,1.354109292,0.989670261
state: Missouri,S_Overall Experience with Service Dept.,,5.690191388,5.25,-0.440191388,1672,24,1.440526356,1.259744626,0.989574327
"DMA: Detroit, MI (505)",PSY_I'm Curious and Open to Experiences,,3.860003709,3.696721311,-0.163282397,5393,122,0.958843618,1.090070468,0.989536189
region: Southern Region,PT_I get a new vehicle on a regular basis,,0.077347016,0.066126856,-0.011220161,5262,2223,0.267166653,0.248559624,0.989448199
occupation: Owner/Proprietor,S_Electronic Displays of Information,,5.574438846,5.205882353,-0.368556493,2183,34,1.246747131,1.273968074,0.98941162
lifestage: Married With Children,"S_Flat Tire Preparedness (spare, run flat, etc.)",,5.141481481,4.952702703,-0.188778779,1350,148,1.503141518,1.311043929,0.989373011
shop segment: Smaller Car,D_Single Without Children,,0.238504205,0.216545012,-0.021959193,5589,1233,0.426207052,0.412057005,0.98921423
gender: Female,PR1_Overall value for the money,,0.084469864,0.072072072,-0.012397792,4546,1998,0.278121774,0.25867195,0.989162658
state: Connecticut,PR_Interior Roominess,,4.161300974,4.021978022,-0.139322952,6057,91,0.808578607,0.802468718,0.989024694
occupation: Technical Specialty,"PSY_I prefer vehicles that project a tough, workman-like image",,2.69080417,2.579096045,-0.111708125,5372,354,1.309307139,1.24400581,0.988999819
state: Massachusetts,PR_Audiovisual System,,3.826868653,3.669172932,-0.157695721,6007,133,1.059968726,1.099047828,0.988818455
"occupation: Administrative, Clerical",D_Age < 35 / Income More than $70K / College Degree,,0.056181558,0.038461538,-0.01772002,6301,494,0.230290268,0.192502632,0.988779141
dispose segment: Smaller Car,PR1_Overall experience with the selling dealership,,0.018697756,0.012276786,-0.006420971,4546,1792,0.135470245,0.110149157,0.988711285
dispose segment: Sporty Car,PSY_I just want the basics on my vehicle - no extras,,2.609139885,2.43902439,-0.170115495,5383,164,1.33914774,1.311558441,0.988520951
model: Toyota Camry Hybrid,U_Personal uses - Shopping/errands,,0.978590544,0.916666667,-0.061923877,1121,12,0.144809521,0.288675135,0.988496382
"DMA: Indianapolis, IN (527)",PR_Navigation System,,3.318371797,2.909090909,-0.409280888,5503,33,1.398460272,1.400081166,0.988428019
generation: Millennials (1979 - ),PR_Overall Experience with Service Department,,4.133859784,4.081513828,-0.052345956,5192,1374,1.036788851,1.066906157,0.988304713
generation: Generation X (1965 - 1978),PR_Driver Seat Adjustability,,4.30061046,4.261419536,-0.039190924,6061,1423,0.804103311,0.821113756,0.988278144
occupation: Other - Retired,D_Metropolitan City,,0.169271996,0.110091743,-0.059180253,6717,109,0.3750199,0.314449829,0.988252172
"DMA: Minneapolis-St. Paul, MN (613)",PR_Reputation/Prestige of Manufacturer,,4.224375764,3.979591837,-0.244783927,5727,49,0.88103759,1.030570148,0.98823134
"DMA: Ft. Myers-Naples, FL (571)",PR_Interior Roominess,,4.161300974,3.979166667,-0.182134307,6057,48,0.808578607,0.757644259,0.988149971
state: Texas,IS_Car and Driver,,0.112836993,0.085858586,-0.026978408,5601,396,0.316421684,0.280509519,0.988132846
state: Indiana,PSY_I just want the basics on my vehicle - no extras,,2.609139885,2.364864865,-0.24427502,5383,74,1.33914774,1.266797541,0.988105289
lifestage: Married Without Children,S_Trailer Towing Capability,,4.873846154,4.609756098,-0.264090056,325,82,1.653492089,1.194184443,0.988072734
model: Buick Regal,PR_Price/Deal Offered,,4.50061114,4.412698413,-0.087912728,5727,189,0.711630325,0.728630031,0.988035718
residence: Suburban Community Of A Large City,PR_Fuel Economy/Mileage,,4.436541144,4.407920792,-0.028620352,5736,2525,0.728412179,0.740989611,0.987963101
occupation: Executive/Managerial - Retired,Shop_Segment Repurchase Loyal,,0.613214838,0.552486188,-0.06072865,2588,181,0.487107876,0.498616871,0.987936953
lifestage_3: Pre-Family - Income Over $80K,D_Age 35 + / Income More than $70K  / No College Degree,,0.135216632,0.097345133,-0.0378715,6301,226,0.341981952,0.297085151,0.987871368
dispose segment: Small Pickup,PR_Audiovisual System,,3.826868653,3.486486486,-0.340382167,6007,37,1.059968726,1.238763309,0.987764048
education: Some Post-Grad,S_Door Handles - Exterior,,5.720327422,5.556338028,-0.163989393,2199,142,1.160661182,1.157918455,0.987736909
lifestage_3: Older-Family - Income Over $80K,S_OVERALL Safety of the Vehicle,,5.860572484,5.585365854,-0.27520663,2166,41,1.122907166,1.048227307,0.987700542
state: Arizona,D_People 18 or Older,,2.014973262,1.907563025,-0.107410237,5610,119,0.988320297,0.700987157,0.987621093
model: Ford Fusion Energi,D_Age 35 + / Income $70K or Less / No College Degree,,0.204570703,0.1,-0.104570703,6301,40,0.403419582,0.30382181,0.987569619
"DMA: Austin, TX (635)",D_Younger-Family - Income $80K or Less,,0.143575851,0.051282051,-0.0922938,5168,39,0.350693062,0.223455865,0.987556266
model: Nissan Altima Sdn,D_Age < 35 / Income More than $70K / College Degree,,0.056181558,0.047743623,-0.008437935,6301,3058,0.230290268,0.213258158,0.98749223
occupation: Sales Work,U_Personal uses - Shopping/errands,,0.978590544,0.95,-0.028590544,1121,60,0.144809521,0.219784178,0.987460957
dispose segment: Luxury Car,S_Smoothness At Idle,,5.735616438,5.546296296,-0.189320142,2190,108,1.198430891,1.171182478,0.987296326
"DMA: St. Louis, MO (609)",D_Pre-Family (No Children/Age Res <45),,0.198661118,0.114754098,-0.08390702,5527,61,0.399028428,0.321370018,0.98719792
state: New Hampshire,"PR_Interest Rate, Credit Terms",,3.964668094,3.586206897,-0.378461198,5604,29,1.2427196,1.210585495,0.98697513
"DMA: San Francisco et al, CA (807)",PR_Dealer Location,,3.630715532,3.448275862,-0.18243967,5730,116,1.151970851,1.189408531,0.98694343
"DMA: Columbia, SC (546)",PT_Current interest or lease rates were appealing,,0.231851007,0.103448276,-0.128402731,5262,29,0.422054463,0.309934047,0.98693939
state: South Carolina,D_Total In Household,,2.626203209,2.454545455,-0.171657754,5610,132,1.390512906,1.187489727,0.98677006
"DMA: Tampa et al, FL (539)",PSY_I prefer a vehicle that has the capability to outperform others,,3.604375232,3.453125,-0.151250232,5394,128,1.063158195,1.033756052,0.986718256
"DMA: Phoenix et al, AZ (753)",IS_Dealership's Websites,,0.397429031,0.316326531,-0.0811025,5601,98,0.489409808,0.467432972,0.986699545
model: Ford Fusion Hybrid,PSY_I want to be able to traverse any terrain,,2.231102733,1.952380952,-0.278721781,5305,42,1.376013821,1.080929612,0.986682222
lifestage_3: Post-Family - Income Over $80K,PR_Overall Exterior Styling,,4.121774856,4.066282421,-0.055492435,6085,694,0.898786971,0.846818176,0.986662015
lifestage: Other Without Children,"PR_Interactive Information System (OnStar, mbrace, iDrive, etc.)",,3.423776718,3.21875,-0.205026718,5661,96,1.201615495,1.215713999,0.986650759
state: Missouri,Shop_Total Time Spent at Selling Dealership,,3.084321476,2.837209302,-0.247112173,5313,86,1.738247108,1.379347374,0.986442177
"occupation: Teacher, Educator",PR_Past Experience With Brand,,4.001770538,3.878787879,-0.122982659,5648,297,1.197067302,1.272946629,0.986400108
education: Some Post-Grad,D_Native American,,0.017233628,0.005571031,-0.011662597,6673,359,0.130150561,0.074535019,0.986273559
region: Southern Region,U_Other uses - With rear seats folded or removed,,0.449598573,0.403712297,-0.045886276,1121,431,0.497675238,0.491211271,0.98596848
"DMA: Albuquerque-Santa Fe, NM (790)",PSY_I just want the basics on my vehicle - no extras,,2.609139885,2.257142857,-0.351997028,5383,35,1.33914774,1.244821205,0.985630296
problem: Serious,PR1_Overall impression of durability/reliability,,0.049054114,0,-0.049054114,4546,53,0.216004794,0,0.985628634
state: Pennsylvania,PT_Family needs changed,,0.110034208,0.074418605,-0.035615603,5262,215,0.312962129,0.26306339,0.985455021
"DMA: Baltimore, MD (512)",PR_Overall Exterior Styling,,4.121774856,3.943661972,-0.178112884,6085,71,0.898786971,0.908488917,0.985429947
"DMA: Detroit, MI (505)",PR_Rear Visibility,,4.412430362,4.276422764,-0.136007598,5744,123,0.746219501,0.91705885,0.985425148
state: Louisiana,Shop_Segment Household Loyal,,0.681903179,0.576923077,-0.104980102,4813,52,0.465785692,0.498867496,0.985419833
lifestage_3: Pre-Family - Income Over $80K,S_Freedom From Squeaks And Rattles,,5.618090452,5.25,-0.368090452,2189,40,1.28426058,1.391365314,0.985419413
occupation: Owner/Proprietor - Retired,PR_Advice of Friends/Relatives,,3.152197213,2.756756757,-0.395440457,5598,37,1.369694711,1.44155405,0.985394505
"DMA: Nashville, TN (659)",PR_Advertising/Promotion,,3.31087344,3.047619048,-0.263254393,5610,63,1.288471913,1.262723266,0.985253286
occupation: Technical Specialty,PSY_I want vehicles that provide that open-air driving experience,,3.412158394,3.316526611,-0.095631783,5379,357,1.146018772,1.072161123,0.985248992
occupation: Student,PR_Warranty Coverage,,4.368025188,4.083333333,-0.284691855,5717,36,0.804300352,1.024695077,0.984722856
state: Virginia,IS_Magazines,,0.050705231,0.022988506,-0.027716725,5601,174,0.21941469,0.150299239,0.98471182
lifestage: Single With Children,S_OVERALL Exterior Workmanship,,5.892433911,5.592592593,-0.299841318,2194,54,1.128055844,1.324921052,0.984628973
"DMA: W. Palm Beach et al, FL (548)",PR_Overall Value for the Money,,4.537014457,4.37704918,-0.159965277,5741,61,0.676044092,0.756393514,0.98451499
education: College Graduate,IS_Newspapers,,0.036957686,0.028323699,-0.008633987,5601,1730,0.188674776,0.165943921,0.984452968
occupation: Technical Specialty,S_2nd row Seat Comfort,,5.517032198,5.333333333,-0.183698865,2143,135,1.270422032,1.269622109,0.984411531
state: Wisconsin,PR_Advertising/Promotion,,3.31087344,3.09375,-0.21712344,5610,96,1.288471913,1.290272309,0.984245655
