Respondent,First New,Type of Sale,Marriage Status,Education Level,Race,Ownership,Age,Grade,Previous Model,Miles / Day,City Driving,Highway Driving,Rural Driving,Income Group
1020959613,0,Buy,Married,College graduate,White,Long,5,SL,0,Low,0,0,1,"$30,000-$50,000"
1020969392,0,Buy,Divorced/Widowed/Separated,College graduate,White,Medium,6,SL,0,Medium,1,1,0,"$30,000-$50,000"
1020970528,0,Special,Married,Some college,White,Long,3,S,1,Medium,1,0,0,"$30,000-$50,000"
1020970595,1,Lease,Single/Not Married,Some college,White,Long,3,SL,1,Low,1,0,1,"$30,000-$50,000"
1020974132,0,Special,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,African-American/Black,Short,2,SV,0,High,0,1,1,"Under $30,000"
1020990006,0,Buy,Married,Other,Pref not to answer,Long,6,S,1,Medium,0,1,0,"Under $30,000"
1020990073,0,Buy,Married,College graduate,Asian,Long,3,S,0,High,0,1,0,"$75,001-$100,000"
1020991240,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Other,Long,5,S,1,Low,0,1,0,"$30,000-$50,000"
1020991320,0,Buy,Married,College graduate,White,Long,4,S,1,Low,1,0,0,"$50,001-$75,000"
1020998783,0,Special,Married,College graduate,White,Medium,4,SR,0,Medium,0,1,0,"$100,001-$150,000"
1021001405,1,Lease,Single/Not Married,Post graduate study/degree,White,Long,1,SV,1,Medium,1,0,1,"Under $30,000"
1021004595,0,Special,Married,Post graduate study/degree,White,Short,3,SR,1,High,0,1,0,"$100,001-$150,000"
1021009490,0,Buy,Married,College graduate,White,Long,4,SV,1,Medium,1,0,0,"$150,001-$200,000"
1021010170,0,Lease,Single/Not Married,Post graduate study/degree,White,Medium,2,SV,0,Low,1,0,0,"$30,000-$50,000"
1021010919,0,Buy,Single/Not Married,College graduate,White,Long,3,SV,1,Low,1,0,0,"$50,001-$75,000"
1021012199,1,Special,Single/Not Married,High school graduate or less,White,Long,2,SR,0,High,0,0,1,"$30,000-$50,000"
1021014949,0,Special,Single/Not Married,Post graduate study/degree,African-American/Black,Short,1,SL,0,Low,1,0,0,"$50,001-$75,000"
1021017840,0,Buy,Married,Some college,White,Long,2,SV,1,Medium,0,1,0,"$50,001-$75,000"
1021024154,0,Buy,Single/Not Married,Other,African-American/Black,Long,4,SV,1,Medium,0,1,0,"$50,001-$75,000"
1021024839,0,Buy,Single/Not Married,Some college,African-American/Black,Long,5,SV,0,Medium,1,0,0,"$50,001-$75,000"
1021030200,1,Buy,Married,College graduate,Hispanic,Medium,3,SV,1,Medium,1,0,0,"$30,000-$50,000"
1021030413,0,Buy,Married,Some college,White,Medium,6,SL,1,Low,1,0,0,"$75,001-$100,000"
1021031800,1,Buy,Single/Not Married,College graduate,Pref not to answer,Long,1,S,1,Medium,1,1,0,"Under $30,000"
1021044341,0,Special,Divorced/Widowed/Separated,College graduate,White,Medium,6,SR,0,Low,0,0,1,"$30,000-$50,000"
1021045780,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Native American,Long,1,S,1,Medium,0,1,0,"$30,000-$50,000"
1021046425,0,Buy,Single/Not Married,College graduate,White,Short,3,S,0,Medium,1,0,0,"$30,000-$50,000"
1021047405,1,Buy,Single/Not Married,College graduate,White,Long,4,S,1,Low,1,1,1,"$50,001-$75,000"
1021057524,1,Buy,Single/Not Married,Some college,African-American/Black,Medium,2,SV,1,High,1,1,1,"Under $30,000"
1021058741,0,Buy,Single/Not Married,College graduate,White,Long,4,S,1,High,0,1,0,"$50,001-$75,000"
1021059438,1,Special,Divorced/Widowed/Separated,High school graduate or less,White,Long,3,SR,1,Medium,0,1,0,"Under $30,000"
1021074828,0,Special,Married,Post graduate study/degree,White,Short,2,S,0,High,0,1,0,"$50,001-$75,000"
1021078467,0,Lease,Single/Not Married,High school graduate or less,White,Short,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1021078734,0,Special,Living With Sig Oth/Dom Prtnr,Some college,White,Short,4,SV,0,High,0,1,0,"$100,001-$150,000"
1021078785,0,Buy,Married,High school graduate or less,White,Short,2,SV,1,Medium,0,0,1,"$30,000-$50,000"
1021082189,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,2,SV,1,High,1,1,0,"$30,000-$50,000"
1021090947,1,Lease,Single/Not Married,College graduate,Hispanic,Long,1,SR,1,Medium,0,1,0,"$30,000-$50,000"
1021092974,1,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,S,1,Low,0,0,1,"$30,000-$50,000"
1021096457,0,Lease,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,2,SL,0,Medium,0,1,1,"$30,000-$50,000"
1021114439,0,Lease,Single/Not Married,College graduate,White,Short,5,S,0,High,1,0,0,"$30,000-$50,000"
1021116644,1,Lease,Married,High school graduate or less,White,Long,4,S,1,Low,1,0,0,"$30,000-$50,000"
1021123322,0,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,3,SL,0,Low,1,1,0,"$100,001-$150,000"
1021134014,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,2,S,1,Low,1,1,0,"Under $30,000"
1021134022,0,Lease,Single/Not Married,Some college,White,Short,4,SV,0,Low,1,0,0,"Under $30,000"
1021134715,0,Buy,Living With Sig Oth/Dom Prtnr,Some college,African-American/Black,Medium,5,SV,0,High,1,1,0,"$30,000-$50,000"
1021139504,0,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Short,3,SV,1,Medium,1,1,0,"$30,000-$50,000"
1021146853,1,Buy,Married,Some college,White,Long,4,S,1,Low,0,0,1,"$50,001-$75,000"
1021148279,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,4,S,0,Low,1,0,0,"$30,000-$50,000"
1021149488,1,Buy,Divorced/Widowed/Separated,Post graduate study/degree,African-American/Black,Medium,4,S,0,Low,1,0,0,"$30,000-$50,000"
1021150915,0,Special,Divorced/Widowed/Separated,Some college,White,Long,5,SL,0,Medium,1,1,1,"Under $30,000"
1021154635,1,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Long,2,SV,1,Medium,1,0,0,"$30,000-$50,000"
1021161267,1,Lease,Married,High school graduate or less,White,Short,6,SV,1,Medium,1,0,0,"$30,000-$50,000"
1021174288,0,Special,Divorced/Widowed/Separated,College graduate,White,Short,5,S,0,Low,1,0,0,"Under $30,000"
1021179484,0,Special,Married,Some college,White,Short,6,SR,0,Low,1,0,0,"$50,001-$75,000"
1021179794,0,Buy,Married,Some college,African-American/Black,Long,6,SV,1,Medium,1,0,0,"$50,001-$75,000"
1021185654,0,Buy,Married,College graduate,White,Long,4,SR,1,Medium,1,1,0,"$75,001-$100,000"
1021189331,0,Buy,Married,Post graduate study/degree,White,Long,2,S,0,Low,1,1,0,"$75,001-$100,000"
1021189668,0,Lease,Single/Not Married,Some college,White,Short,5,SR,0,Medium,1,0,0,"$30,000-$50,000"
1021190488,1,Special,Married,Post graduate study/degree,Asian,Long,4,SL,1,Medium,1,0,0,"$75,001-$100,000"
1021193339,0,Buy,Married,College graduate,Asian,Short,2,SL,0,Low,0,1,0,"$50,001-$75,000"
1021206589,0,Buy,Divorced/Widowed/Separated,High school graduate or less,Asian,Short,4,S,0,Very High,1,1,0,"$30,000-$50,000"
1021215901,1,Buy,Married,College graduate,African-American/Black,Long,3,S,1,Low,1,1,0,"$50,001-$75,000"
1021222380,0,Buy,Married,Post graduate study/degree,White,Long,5,S,1,High,0,1,0,"$75,001-$100,000"
1021223599,1,Lease,Married,Some college,White,Long,3,SV,1,Low,1,1,0,"$30,000-$50,000"
1021226229,0,Buy,Single/Not Married,College graduate,White,Medium,2,SL,1,Medium,1,0,0,"$50,001-$75,000"
1021231516,1,Buy,Married,High school graduate or less,Hispanic,Long,1,SR,1,Medium,1,0,0,"$30,000-$50,000"
1021234752,0,Buy,Married,College graduate,White,Long,5,S,0,Low,0,0,1,"$30,000-$50,000"
1021248176,1,Buy,Divorced/Widowed/Separated,College graduate,White,Medium,5,SV,0,Medium,1,1,0,"$75,001-$100,000"
1021257680,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Short,4,SV,0,Medium,1,0,0,"$75,001-$100,000"
1021263779,0,Special,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,S,1,High,1,0,0,"$30,000-$50,000"
1021266573,0,Lease,Married,College graduate,Hispanic,Long,2,S,1,Medium,0,1,0,"$30,000-$50,000"
1021267154,1,Special,Single/Not Married,Other,Hispanic,Long,1,SV,1,Medium,0,1,0,"$30,000-$50,000"
1021268541,0,Special,Single/Not Married,College graduate,Hispanic,Short,4,SV,0,Low,1,1,0,"$50,001-$75,000"
1021269378,0,Special,Married,High school graduate or less,Hispanic,Short,4,SV,1,Low,1,1,0,"$30,000-$50,000"
1021271992,1,Buy,Single/Not Married,High school graduate or less,African-American/Black,Long,2,SV,1,Medium,0,1,1,"$30,000-$50,000"
1021276714,1,Lease,Married,College graduate,Hispanic,Long,4,SV,1,Medium,1,1,0,"$30,000-$50,000"
1021279276,0,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,2,SR,1,High,0,1,0,"$75,001-$100,000"
1021285314,0,Special,Married,Some college,White,Medium,3,SV,1,High,0,1,0,"$100,001-$150,000"
1021285551,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,5,SV,1,Medium,1,0,0,"$30,000-$50,000"
1021290270,1,Lease,Single/Not Married,Some college,Hispanic,Long,2,S,0,Medium,0,0,0,"Under $30,000"
1021290601,1,Lease,Single/Not Married,College graduate,Pref not to answer,Long,2,SR,1,High,1,1,1,"$30,000-$50,000"
1021299099,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,SV,1,Low,1,1,0,"$30,000-$50,000"
1021300593,0,Special,Single/Not Married,Some college,White,Short,4,SV,0,Medium,1,0,0,"$30,000-$50,000"
1021300631,0,Special,Married,Some college,White,Long,5,SV,1,Low,1,0,0,"$30,000-$50,000"
1021300984,0,Special,Married,High school graduate or less,African-American/Black,Long,5,SR,1,High,1,1,0,"$30,000-$50,000"
1021312028,0,Lease,Married,College graduate,White,Long,4,SR,1,Medium,0,1,0,"$75,001-$100,000"
1021313296,0,Buy,Married,Post graduate study/degree,White,Short,3,S,0,High,0,1,1,"$50,001-$75,000"
1021316007,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,5,S,1,Low,0,0,1,"$30,000-$50,000"
1021322236,0,Buy,Single/Not Married,Post graduate study/degree,White,Medium,3,SR,1,Low,1,1,0,"$50,001-$75,000"
1021322910,0,Lease,Married,High school graduate or less,White,Medium,6,SV,1,Low,1,1,0,"$30,000-$50,000"
1021326070,0,Buy,Married,Some college,White,Long,3,S,1,High,0,1,0,"$50,001-$75,000"
1021329290,1,Special,Single/Not Married,College graduate,African-American/Black,Long,2,SV,1,Low,1,1,1,"$50,001-$75,000"
1021331782,0,Buy,Married,Some college,White,Long,2,SR,1,Low,1,0,0,"$50,001-$75,000"
1021339317,0,Buy,Married,College graduate,White,Medium,6,SV,1,Low,1,0,0,"$75,001-$100,000"
1021347336,1,Buy,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,SR,0,Low,1,1,0,"$30,000-$50,000"
1021356068,0,Special,Married,Some college,White,Medium,6,SV,1,Low,0,1,1,"$100,001-$150,000"
1021356858,0,Buy,Married,Other,White,Long,6,SV,0,Low,1,1,0,"$75,001-$100,000"
1021360065,1,Buy,Married,Some college,African-American/Black,Long,2,SV,1,Low,0,0,1,"$50,001-$75,000"
1021361444,1,Lease,Married,College graduate,White,Long,3,SR,1,Low,1,0,0,"$50,001-$75,000"
1021362572,0,Buy,Single/Not Married,Some college,White,Long,3,SR,0,Low,1,0,0,"$30,000-$50,000"
1021367493,0,Buy,Single/Not Married,Some college,White,Short,6,SL,1,Low,1,0,0,"$75,001-$100,000"
1021368139,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,4,SR,0,High,0,1,0,"$30,000-$50,000"
1021374066,0,Special,Divorced/Widowed/Separated,College graduate,Pref not to answer,Short,4,SV,0,Low,1,0,0,"$75,001-$100,000"
1021374660,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,SR,1,High,0,1,0,"$30,000-$50,000"
1021374996,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,SV,1,High,0,0,1,"$100,001-$150,000"
1021375704,0,Buy,Married,Some college,White,Long,6,SV,0,Low,1,0,0,"$50,001-$75,000"
1021381046,0,Buy,Single/Not Married,College graduate,White,Short,3,SV,0,Medium,1,0,0,"Under $30,000"
1021382832,0,Lease,Married,Post graduate study/degree,White,Short,6,SL,0,Low,1,0,0,"$50,001-$75,000"
1021385521,0,Special,Married,Some college,White,Short,5,SL,1,Low,1,1,0,"$30,000-$50,000"
1021386498,0,Buy,Married,College graduate,White,Long,4,SV,1,Low,0,0,1,"$30,000-$50,000"
1021389241,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,SV,0,Very High,0,1,0,"Under $30,000"
1021394814,1,Buy,Married,College graduate,Hispanic,Long,1,SR,0,Medium,0,0,0,"$50,001-$75,000"
1021400873,0,Buy,Married,Some college,White,Medium,6,S,1,Low,1,0,0,"$30,000-$50,000"
1021409242,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,S,1,High,1,1,0,"$50,001-$75,000"
1021410879,0,Lease,Married,Post graduate study/degree,Hispanic,Long,3,SV,1,Medium,1,0,0,"$50,001-$75,000"
1021411280,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,2,SV,0,Low,1,0,0,"$50,001-$75,000"
1021415463,0,Special,Married,High school graduate or less,Hispanic,Long,4,SV,0,Low,1,1,0,"$50,001-$75,000"
1021415927,1,Special,Married,College graduate,Pref not to answer,Long,3,S,1,Medium,1,0,0,"$30,000-$50,000"
1021417172,0,Special,Divorced/Widowed/Separated,Some college,African-American/Black,Short,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1021423962,0,Buy,Married,Other,White,Long,4,SV,1,High,1,1,0,"Under $30,000"
1021428417,0,Lease,Married,College graduate,White,Short,5,SV,1,Low,0,0,1,"$100,001-$150,000"
1021433836,1,Lease,Divorced/Widowed/Separated,High school graduate or less,Pref not to answer,Medium,5,SV,0,Low,0,1,0,"Under $30,000"
1021443017,0,Buy,Single/Not Married,Some college,Other,Medium,5,SV,0,Medium,1,0,0,"Under $30,000"
1021444463,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Short,5,S,1,Medium,1,1,0,"$75,001-$100,000"
1021454264,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,S,1,Medium,1,1,0,"$30,000-$50,000"
1021457530,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,S,1,Medium,1,1,0,"$30,000-$50,000"
1021460540,0,Lease,Married,College graduate,White,Medium,6,SR,0,Low,1,0,0,"$150,001-$200,000"
1021461562,1,Buy,Single/Not Married,Some college,White,Medium,2,SV,0,High,1,1,0,"Under $30,000"
1021466939,1,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Short,1,SR,0,Medium,1,1,0,"$30,000-$50,000"
1021466998,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,4,S,1,High,0,1,0,"$30,000-$50,000"
1021469032,0,Special,Married,College graduate,White,Short,4,SR,0,High,0,1,0,"$100,001-$150,000"
1021469865,0,Special,Married,College graduate,White,Short,5,SL,1,High,0,1,1,"$100,001-$150,000"
1021471193,1,Lease,Divorced/Widowed/Separated,Some college,White,Long,4,S,1,Low,1,1,0,"$30,000-$50,000"
1021475652,0,Lease,Married,High school graduate or less,African-American/Black,Short,5,SR,0,Low,1,0,0,"$30,000-$50,000"
1021475717,1,Special,Married,Post graduate study/degree,White,Long,5,S,1,High,0,1,0,"$75,001-$100,000"
1021476055,0,Special,Married,Some college,African-American/Black,Long,4,SR,1,Medium,1,1,0,"$75,001-$100,000"
1021476390,0,Buy,Married,High school graduate or less,White,Long,6,SV,0,Medium,1,1,0,"$30,000-$50,000"
1021480273,0,Special,Divorced/Widowed/Separated,High school graduate or less,White,Medium,6,SR,0,Medium,1,0,0,"$30,000-$50,000"
1021487162,0,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Long,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1021488231,0,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Hispanic,Medium,4,S,1,Medium,1,0,0,"$100,001-$150,000"
1021489742,0,Buy,Single/Not Married,College graduate,White,Short,5,SV,1,Low,1,0,0,"$30,000-$50,000"
1021491852,0,Lease,Married,College graduate,White,Short,3,SR,0,Medium,1,0,0,"$150,001-$200,000"
1021495181,0,Buy,Married,Some college,African-American/Black,Medium,2,SR,1,Medium,0,1,1,"$100,001-$150,000"
1021501416,1,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,5,SL,1,High,0,1,0,"$30,000-$50,000"
1021502722,1,Special,Married,Some college,Hispanic,Long,6,S,0,Low,1,0,0,"$30,000-$50,000"
1021511845,0,Buy,Married,Post graduate study/degree,White,Short,5,SV,0,Low,0,0,1,"$200,001-$250,000"
1021520895,0,Lease,Married,College graduate,White,Short,3,SR,1,Medium,0,1,0,"$100,001-$150,000"
1021528950,1,Special,Living With Sig Oth/Dom Prtnr,Some college,Pref not to answer,Short,1,SL,1,Low,1,1,1,"$30,000-$50,000"
1021529817,0,Special,Married,College graduate,White,Short,3,SR,1,Low,1,0,0,"$75,001-$100,000"
1021545103,0,Buy,Married,Post graduate study/degree,White,Medium,4,SV,0,High,0,1,1,"$50,001-$75,000"
1021545456,0,Buy,Married,High school graduate or less,White,Long,4,SV,1,Low,1,0,0,"$100,001-$150,000"
1021548277,0,Special,Divorced/Widowed/Separated,College graduate,White,Medium,6,S,1,Low,1,1,0,"Under $30,000"
1021554625,0,Lease,Married,Some college,Pref not to answer,Short,5,SL,0,Low,1,0,0,"$30,000-$50,000"
1021556040,0,Buy,Married,Post graduate study/degree,White,Long,6,SV,0,Low,0,1,0,"$75,001-$100,000"
1021558779,1,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,2,SR,1,Medium,0,1,0,"$30,000-$50,000"
1021560196,1,Buy,Single/Not Married,Some college,African-American/Black,Medium,6,SR,1,Low,1,1,0,"$30,000-$50,000"
1021569096,0,Buy,Married,Some college,Hispanic,Medium,6,SL,0,Low,1,0,0,"$30,000-$50,000"
1021569240,0,Buy,Single/Not Married,College graduate,White,Medium,3,SL,1,Low,1,0,0,"$30,000-$50,000"
1021575312,0,Buy,Single/Not Married,College graduate,Asian,Short,3,SL,0,Low,1,1,0,"$50,001-$75,000"
1021575444,0,Buy,Married,Post graduate study/degree,White,Long,6,S,0,Medium,1,0,0,"$50,001-$75,000"
1021581789,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1021587965,0,Lease,Married,College graduate,White,Short,5,SR,0,Medium,1,0,0,"$150,001-$200,000"
1021589070,0,Lease,Divorced/Widowed/Separated,High school graduate or less,White,Short,6,SL,0,Low,0,0,1,"$30,000-$50,000"
1021590214,1,Lease,Married,Post graduate study/degree,White,Medium,4,SL,1,Medium,0,1,0,"$75,001-$100,000"
1021594511,0,Lease,Married,College graduate,White,Short,4,SV,0,Low,1,0,0,"$50,001-$75,000"
1021603995,0,Lease,Divorced/Widowed/Separated,Some college,White,Long,6,SR,1,Low,1,0,0,"$30,000-$50,000"
1021605645,1,Buy,Married,College graduate,African-American/Black,Long,3,S,1,Medium,1,1,1,"$30,000-$50,000"
1021611041,0,Buy,Married,Some college,White,Short,6,SV,0,High,0,1,1,"$50,001-$75,000"
1021611190,0,Lease,Married,Some college,White,Short,6,SR,0,Low,0,0,1,"$30,000-$50,000"
1021612609,0,Lease,Single/Not Married,College graduate,White,Short,5,SV,0,Medium,1,0,0,"$50,001-$75,000"
1021617090,0,Lease,Married,Some college,White,Short,6,SV,0,Low,1,0,0,"$30,000-$50,000"
1021619328,0,Buy,Divorced/Widowed/Separated,College graduate,Pref not to answer,Long,6,S,0,Low,1,0,0,"$30,000-$50,000"
1021624372,1,Lease,Married,High school graduate or less,White,Long,5,SR,1,Very High,0,1,0,"$30,000-$50,000"
1021631158,0,Buy,Married,College graduate,White,Medium,4,S,0,High,0,1,0,"$100,001-$150,000"
1021631794,1,Special,Divorced/Widowed/Separated,High school graduate or less,White,Long,4,SV,1,High,0,1,0,"$30,000-$50,000"
1021635358,0,Buy,Single/Not Married,Some college,White,Long,4,SR,1,Medium,1,0,0,"$50,001-$75,000"
1021640920,0,Special,Married,Some college,Hispanic,Short,4,SR,0,High,0,1,0,"$30,000-$50,000"
1021645140,0,Special,Married,High school graduate or less,White,Short,5,SR,1,Low,1,0,0,"$50,001-$75,000"
1021646333,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,5,SV,0,Medium,1,1,0,"$30,000-$50,000"
1021646422,1,Lease,Married,College graduate,White,Long,3,SL,1,Medium,0,1,1,"$100,001-$150,000"
1021650900,0,Lease,Divorced/Widowed/Separated,College graduate,White,Short,5,SV,0,Low,0,0,1,"$50,001-$75,000"
1021651825,0,Special,Married,Post graduate study/degree,White,Long,4,SV,0,High,1,1,0,"$75,001-$100,000"
1023001275,1,Buy,Divorced/Widowed/Separated,College graduate,White,Long,3,S,1,Medium,1,1,0,"$50,001-$75,000"
1023003219,0,Lease,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Short,3,SV,1,Low,1,0,0,"$50,001-$75,000"
1023011289,1,Lease,Single/Not Married,College graduate,White,Long,1,SV,1,Medium,1,1,1,"$30,000-$50,000"
1023033568,1,Special,Divorced/Widowed/Separated,Some college,Pref not to answer,Long,4,SR,1,Low,1,0,0,"$30,000-$50,000"
1023036605,0,Buy,Married,Post graduate study/degree,White,Long,4,S,0,Medium,0,0,1,"$75,001-$100,000"
1023038900,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,4,SV,0,High,0,1,0,"$75,001-$100,000"
1023050870,0,Special,Married,College graduate,African-American/Black,Medium,5,SR,0,Low,1,0,0,"$75,001-$100,000"
1023056878,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,4,SL,1,Medium,1,0,0,"$30,000-$50,000"
1023065044,1,Special,Single/Not Married,Some college,Hispanic,Medium,2,SV,1,Medium,1,1,0,"$30,000-$50,000"
1023065281,0,Special,Divorced/Widowed/Separated,Some college,White,Long,4,SV,1,Medium,0,0,1,"$30,000-$50,000"
1023066466,0,Special,Married,Some college,White,Long,4,SR,1,High,0,1,0,"$100,001-$150,000"
1023067446,0,Special,Single/Not Married,Other,African-American/Black,Long,5,SV,1,Medium,1,0,0,"$30,000-$50,000"
1023072407,0,Lease,Married,High school graduate or less,White,Long,6,SV,1,Low,0,1,0,"Under $30,000"
1023075597,0,Special,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Short,3,S,1,High,1,0,0,"$50,001-$75,000"
1023076798,0,Special,Married,Post graduate study/degree,Other,Long,3,SL,1,Medium,1,0,0,"$100,001-$150,000"
1023077301,0,Lease,Married,Post graduate study/degree,White,Short,6,SL,0,High,0,1,0,"$100,001-$150,000"
1023080027,0,Lease,Married,Post graduate study/degree,White,Medium,6,SV,0,Medium,1,1,0,"$150,001-$200,000"
1023080957,0,Buy,Married,Some college,Hispanic,Short,3,SR,0,Medium,0,1,0,"$75,001-$100,000"
1023081139,0,Buy,Single/Not Married,Post graduate study/degree,Pref not to answer,Short,4,SV,0,Low,0,1,0,"$50,001-$75,000"
1023081716,0,Buy,Single/Not Married,Some college,White,Long,5,SL,0,Low,0,0,1,"$50,001-$75,000"
1023084790,0,Buy,Married,Post graduate study/degree,African-American/Black,Short,3,SL,0,Medium,1,0,0,"$30,000-$50,000"
1023091720,1,Buy,Married,Post graduate study/degree,White,Long,2,SR,1,Low,1,1,0,"$100,001-$150,000"
1023094320,0,Lease,Married,College graduate,White,Medium,2,SR,1,Low,0,1,0,"$50,001-$75,000"
1023109530,0,Buy,Divorced/Widowed/Separated,Some college,White,Short,6,SL,0,Medium,1,0,0,"Under $30,000"
1023117524,1,Buy,Married,High school graduate or less,Hispanic,Long,2,SV,1,Low,1,1,0,"Under $30,000"
1023121602,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,2,S,1,Medium,0,1,0,"Under $30,000"
1023124938,0,Buy,Single/Not Married,Some college,Pref not to answer,Long,2,SV,1,Medium,1,1,0,"$30,000-$50,000"
1023129794,1,Buy,Single/Not Married,Post graduate study/degree,Hispanic,Long,2,SR,1,Low,1,0,0,"$50,001-$75,000"
1023133430,0,Special,Married,Some college,White,Long,3,S,0,High,0,1,0,"$100,001-$150,000"
1023140356,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,4,SV,0,Medium,0,1,1,"Under $30,000"
1023145420,0,Special,Married,High school graduate or less,White,Short,6,SV,0,Low,0,1,0,"$30,000-$50,000"
1023153075,0,Buy,Married,College graduate,White,Long,4,SL,0,Medium,0,1,0,"$50,001-$75,000"
1023154330,0,Buy,Married,College graduate,White,Long,6,S,0,Low,0,1,0,"$30,000-$50,000"
1023155817,0,Buy,Married,Post graduate study/degree,African-American/Black,Long,4,S,0,High,0,1,0,"$100,001-$150,000"
1023164948,1,Special,Married,Some college,African-American/Black,Medium,2,SV,0,Medium,0,0,1,"$75,001-$100,000"
1023165162,1,Buy,Single/Not Married,College graduate,White,Long,2,SL,1,High,1,1,0,"$30,000-$50,000"
1023165278,0,Buy,Married,Some college,White,Long,5,SL,0,Low,1,0,0,"$50,001-$75,000"
1023178043,1,Special,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SV,1,Low,1,0,0,"Under $30,000"
1023181524,1,Special,Single/Not Married,Some college,White,Long,1,SV,0,Low,1,0,0,"Under $30,000"
1023183586,0,Buy,Married,College graduate,White,Long,2,S,0,Low,1,1,0,"Under $30,000"
1023188146,0,Lease,Married,College graduate,White,Medium,5,SR,1,Medium,1,0,0,"$200,001-$250,000"
1023192275,0,Buy,Married,Post graduate study/degree,White,Long,5,SV,1,Low,1,0,0,"$150,001-$200,000"
1023197498,0,Special,Married,Some college,White,Medium,4,SR,0,High,0,1,0,"$50,001-$75,000"
1023205610,1,Buy,Divorced/Widowed/Separated,College graduate,Hispanic,Long,3,SV,1,Medium,1,0,0,"Under $30,000"
1023214813,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,6,SV,0,Medium,0,1,0,"$30,000-$50,000"
1023217405,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,S,1,Medium,1,1,0,"$50,001-$75,000"
1023217740,0,Lease,Married,College graduate,White,Short,5,SR,1,Low,1,0,0,"$100,001-$150,000"
1023218304,0,Buy,Married,College graduate,White,Long,5,S,1,Low,0,1,0,"$75,001-$100,000"
1023222298,0,Special,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,5,SL,0,Low,1,0,0,"$30,000-$50,000"
1023231262,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,4,SV,0,Low,1,0,0,"$50,001-$75,000"
1023256850,0,Buy,Married,Some college,White,Long,5,SV,1,Medium,0,1,0,"$100,001-$150,000"
1023261579,1,Lease,Married,College graduate,White,Long,3,SL,1,Medium,1,1,0,"$30,000-$50,000"
1023261870,1,Lease,Single/Not Married,Some college,White,Long,3,SV,1,Low,1,0,0,"Under $30,000"
1023262052,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,6,SV,0,Medium,1,0,0,"$50,001-$75,000"
1023266414,0,Lease,Married,Post graduate study/degree,Hispanic,Short,3,SR,1,Medium,1,1,0,"$50,001-$75,000"
1023268166,0,Lease,Married,Some college,White,Short,4,SL,0,Low,1,0,1,"$50,001-$75,000"
