Respondent,First New,Type of Sale,Marital Status,Education,Race,Ownership,Age Group,Trim Level,Previous Model,Miles / Day,Drive-City,Drive-Highway,Drive-Rural,Income Group
1011334398,0,0,Single/Not Married,Post graduate study/degree,Hispanic,Short,2,1,0,Medium,0,1,0,"$50,001-$75,000"
1011338229,0,1,Married,Some college,White,Short,4,2,1,Low,1,1,0,"$100,001-$150,000"
1011340681,0,1,Married,Some college,African-American/Black,Medium,4,3,0,Medium,1,0,0,"$100,001-$150,000"
1011341831,0,1,Married,College graduate,White,Long,2,3,0,Medium,0,1,0,"$75,001-$100,000"
1011348968,0,0,Married,Some college,White,Short,6,1,0,Low,0,0,1,"$50,001-$75,000"
1011349867,0,1,Married,High school graduate or less,White,Medium,5,2,1,Low,0,0,1,"$100,001-$150,000"
1011353210,0,0,Married,Some college,White,Medium,5,2,1,Low,1,0,0,"$75,001-$100,000"
1011354097,0,0,Married,Post graduate study/degree,White,Long,6,2,0,Low,0,0,1,"$75,001-$100,000"
1011362600,0,0,Married,College graduate,Asian,Long,5,0,1,High,0,1,0,"Under $30,000"
1011363770,0,0,Married,Some college,White,Medium,4,3,0,High,1,0,0,"$150,001-$200,000"
1011366478,0,0,Divorced/Widowed/Separated,College graduate,White,Long,4,0,1,Low,0,0,1,"$100,001-$150,000"
1011367954,0,0,Married,Some college,Asian,Medium,5,0,1,Medium,0,0,0,"$50,001-$75,000"
1011375060,0,0,Married,College graduate,White,Short,6,2,0,Medium,1,0,0,"$100,001-$150,000"
1011375213,0,0,Married,College graduate,White,Long,2,3,0,Medium,1,1,0,"$150,001-$200,000"
1011381310,0,0,Married,College graduate,White,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1011381434,0,0,Married,Some college,White,Short,4,2,1,High,1,1,0,"$100,001-$150,000"
1011387610,0,0,Divorced/Widowed/Separated,Some college,White,Medium,5,3,1,High,0,1,0,"$75,001-$100,000"
1011390123,0,1,Married,Some college,White,Short,3,3,1,Medium,1,1,0,"$100,001-$150,000"
1011392339,1,0,Married,College graduate,White,Long,3,1,1,High,0,1,0,"$100,001-$150,000"
1011392681,0,0,Married,Post graduate study/degree,White,Long,5,2,1,Low,0,1,0,"$100,001-$150,000"
1011392690,0,0,Married,College graduate,White,Medium,4,3,1,Medium,1,0,0,"$150,001-$200,000"
1011393408,0,0,Married,Post graduate study/degree,Hispanic,Short,2,1,0,Low,1,0,0,"$30,000-$50,000"
1011395206,0,0,Married,Post graduate study/degree,Hispanic,Long,2,3,1,Low,1,1,0,"$100,001-$150,000"
1011398736,0,0,Single/Not Married,Some college,African-American/Black,Long,4,2,1,Medium,0,1,0,"$50,001-$75,000"
1011402032,1,0,Married,Post graduate study/degree,White,Long,4,2,1,Low,0,1,1,"$75,001-$100,000"
1011406518,0,2,Married,College graduate,White,Long,5,3,1,Low,1,0,0,"$50,001-$75,000"
1011406879,0,2,Married,Post graduate study/degree,White,Medium,3,3,1,Medium,1,0,0,"$100,001-$150,000"
1011411139,0,0,Married,Post graduate study/degree,White,Medium,5,3,1,Medium,1,0,0,"$300,000+"
1011418354,0,2,Married,Some college,White,Long,3,2,1,Low,1,0,0,"$75,001-$100,000"
1011420090,0,1,Married,Post graduate study/degree,African-American/Black,Long,4,3,0,Medium,1,0,0,"$150,001-$200,000"
1011425091,0,0,Married,College graduate,White,Long,5,3,1,Low,1,0,0,"$100,001-$150,000"
1011425830,0,0,Divorced/Widowed/Separated,Some college,White,Long,3,3,1,Medium,1,1,0,"$150,001-$200,000"
1011426713,1,0,Married,College graduate,White,Long,3,2,0,Medium,1,1,0,"$100,001-$150,000"
1011427485,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,1,0,"$150,001-$200,000"
1011429666,0,0,Married,College graduate,White,Medium,3,3,1,Medium,1,0,1,"$100,001-$150,000"
1011433990,0,1,Married,High school graduate or less,White,Short,1,0,1,Low,1,0,0,"$50,001-$75,000"
1011438002,0,0,Married,Some college,White,Medium,2,3,1,Low,0,1,0,"$200,001-$250,000"
1011441232,0,0,Married,Post graduate study/degree,White,Long,4,2,1,Low,1,0,0,"$150,001-$200,000"
1011449624,0,0,Single/Not Married,Post graduate study/degree,White,Long,2,3,1,Low,1,1,0,"$100,001-$150,000"
1011456302,0,0,Married,Post graduate study/degree,White,Medium,6,1,1,Medium,1,0,0,"$250,001-$299,999"
1011462930,0,2,Married,Some college,White,Medium,3,2,1,High,1,0,0,"$150,001-$200,000"
1011465220,0,0,Married,College graduate,White,Long,3,3,1,Medium,1,1,0,"$75,001-$100,000"
1011479566,0,0,Married,Some college,White,Long,6,3,1,Low,0,1,0,"$100,001-$150,000"
1011482567,0,0,Married,College graduate,Hispanic,Short,2,2,0,Low,1,0,0,"$75,001-$100,000"
1011488506,0,0,Married,Post graduate study/degree,Asian,Medium,5,0,1,Low,0,1,0,"$150,001-$200,000"
1011502240,1,2,Married,College graduate,White,Long,3,2,1,Medium,0,1,0,"$150,001-$200,000"
1011504374,0,0,Married,College graduate,Other,Long,4,3,1,Medium,1,1,0,"$75,001-$100,000"
1011504862,1,0,Married,Post graduate study/degree,Asian,Medium,4,0,1,Medium,1,0,0,"$50,001-$75,000"
1011511001,0,1,Married,Post graduate study/degree,White,Medium,5,2,0,Low,0,0,1,"$200,001-$250,000"
1011523441,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,4,2,1,Low,1,0,0,"$150,001-$200,000"
1011530855,0,0,Married,Some college,White,Short,6,1,1,Low,0,0,1,"$75,001-$100,000"
1011541504,0,2,Married,College graduate,White,Medium,2,3,0,Medium,0,0,1,"$100,001-$150,000"
1011552360,0,0,Married,Post graduate study/degree,White,Short,5,3,1,Medium,0,1,1,"$150,001-$200,000"
1011552921,0,1,Married,College graduate,Asian,Long,5,2,0,Medium,1,1,0,"$150,001-$200,000"
1011554878,0,0,Married,College graduate,White,Medium,3,3,0,Medium,1,0,0,"$200,001-$250,000"
1011559730,0,0,Married,College graduate,White,Medium,2,2,1,Medium,1,1,0,"$150,001-$200,000"
1011560002,0,0,Married,College graduate,African-American/Black,Long,4,1,1,Medium,0,1,0,"$100,001-$150,000"
1011563532,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Low,1,0,0,"$150,001-$200,000"
1011564784,0,0,Married,College graduate,White,Medium,4,2,1,Medium,1,0,0,"$75,001-$100,000"
1011565691,1,2,Married,Post graduate study/degree,White,Short,2,3,0,Medium,0,0,0,"$300,000+"
1011566094,0,2,Married,Post graduate study/degree,White,Long,2,1,1,Medium,0,1,0,"$75,001-$100,000"
1011572736,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,2,0,High,0,1,0,"$75,001-$100,000"
1011573058,0,1,Married,Post graduate study/degree,White,Medium,2,2,0,Medium,1,0,0,"$150,001-$200,000"
1011580275,0,0,Married,College graduate,White,Long,3,2,1,High,1,0,1,"$200,001-$250,000"
1011582286,0,2,Married,College graduate,Hispanic,Medium,3,3,0,High,0,1,0,"$100,001-$150,000"
1011585323,0,0,Married,Post graduate study/degree,White,Medium,3,3,1,Low,1,0,0,"$150,001-$200,000"
1011590068,0,0,Living With Sig Oth/Dom Prtnr,Some college,White,Medium,5,3,1,Medium,1,1,0,"$250,001-$299,999"
1011597429,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,3,0,Medium,1,1,0,"$100,001-$150,000"
1011598255,1,2,Married,College graduate,White,Long,4,0,0,Medium,0,1,0,"$100,001-$150,000"
1011599880,0,2,Married,College graduate,Asian,Long,2,3,1,Medium,1,0,0,"$150,001-$200,000"
1011600705,0,0,Married,Some college,White,Long,6,0,1,Medium,0,0,1,"$75,001-$100,000"
1011602244,0,2,Married,College graduate,White,Long,6,3,1,Medium,1,0,0,"$100,001-$150,000"
1011603976,0,0,Married,Some college,Hispanic,Short,5,3,0,Medium,1,0,0,"$50,001-$75,000"
1011607327,0,0,Married,College graduate,White,Medium,5,2,1,Low,1,0,0,"$100,001-$150,000"
1011609842,0,0,Married,College graduate,White,Medium,3,3,0,Low,0,0,1,"$100,001-$150,000"
1011613971,0,0,Married,Some college,White,Short,5,2,0,Medium,1,0,0,"$75,001-$100,000"
1011615648,0,0,Married,High school graduate or less,White,Short,2,0,0,Low,1,0,0,"$30,000-$50,000"
1011625600,0,1,Married,College graduate,Hispanic,Short,3,3,1,Medium,1,1,0,"$100,001-$150,000"
1011633999,0,1,Married,Post graduate study/degree,White,Medium,3,2,0,Low,0,0,1,"$150,001-$200,000"
1011639148,1,0,Married,College graduate,White,Long,6,3,1,High,0,1,0,"$100,001-$150,000"
1011641924,0,0,Married,College graduate,White,Long,2,3,1,Low,0,0,1,"$100,001-$150,000"
1011642475,1,1,Married,College graduate,White,Long,4,0,1,Low,1,1,0,"$75,001-$100,000"
1011648414,0,1,Single/Not Married,Some college,White,Medium,2,2,0,Medium,1,1,0,"$75,001-$100,000"
1011663065,1,1,Married,Some college,White,Long,3,0,1,Medium,1,0,0,"$100,001-$150,000"
1011664533,0,0,Married,College graduate,White,Short,3,2,0,Medium,0,1,0,"$100,001-$150,000"
1011665246,0,0,Married,College graduate,White,Long,4,0,1,Medium,0,1,1,"$100,001-$150,000"
1011666838,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,2,1,1,Medium,0,1,0,"$100,001-$150,000"
1011678054,0,0,Married,Some college,White,Medium,6,1,1,Medium,0,1,0,"$50,001-$75,000"
1011680750,0,0,Married,College graduate,White,Long,3,3,1,High,0,1,0,"$75,001-$100,000"
1011681683,0,0,Married,Post graduate study/degree,White,Medium,2,2,1,Low,1,1,1,"$150,001-$200,000"
1011688076,1,0,Married,College graduate,African-American/Black,Long,2,0,1,Low,1,0,0,"$50,001-$75,000"
1011689030,0,0,Married,Post graduate study/degree,African-American/Black,Short,4,2,0,Low,1,0,0,"$100,001-$150,000"
1011691360,0,0,Married,Some college,White,Medium,5,3,1,Low,1,0,0,"$300,000+"
1011698020,0,0,Married,High school graduate or less,White,Long,4,0,1,Low,1,0,0,"$50,001-$75,000"
1011699116,1,0,Married,Some college,Hispanic,Medium,4,1,0,Medium,0,1,0,"$30,000-$50,000"
1011702192,0,0,Married,Post graduate study/degree,White,Medium,6,3,0,High,1,1,1,"$30,000-$50,000"
1011705469,0,0,Married,College graduate,White,Medium,4,3,0,Low,1,0,0,"$100,001-$150,000"
1011707666,0,0,Married,College graduate,White,Long,4,2,1,Low,1,0,1,"$75,001-$100,000"
1011716517,0,0,Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$200,001-$250,000"
1011720042,0,1,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,2,1,Medium,1,0,0,"$100,001-$150,000"
1011724986,1,0,Married,Post graduate study/degree,White,Long,3,0,1,Medium,0,1,0,"$100,001-$150,000"
1011726504,0,1,Married,College graduate,White,Long,4,2,1,Low,1,0,0,"$75,001-$100,000"
1011731575,0,0,Married,High school graduate or less,White,Medium,5,2,1,Medium,1,1,0,"$30,000-$50,000"
1011731672,0,0,Married,Post graduate study/degree,White,Medium,6,0,1,High,0,0,1,"$50,001-$75,000"
1011733403,0,0,Married,College graduate,White,Medium,3,3,1,High,1,0,0,"$100,001-$150,000"
1011733527,0,0,Married,Post graduate study/degree,White,Medium,5,3,0,Low,0,0,1,"$100,001-$150,000"
1011737379,0,0,Married,College graduate,White,Long,6,3,0,Low,1,0,0,"$50,001-$75,000"
1011737808,0,0,Married,Some college,White,Long,3,0,1,Low,1,0,0,"$100,001-$150,000"
1011738812,0,1,Married,College graduate,White,Long,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1011743131,0,2,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,5,2,1,Low,0,1,0,"$50,001-$75,000"
1011747510,0,0,Married,Post graduate study/degree,White,Medium,3,2,1,Medium,0,1,0,"$100,001-$150,000"
1011748001,0,2,Married,College graduate,White,Medium,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1011748990,0,0,Married,College graduate,White,Short,5,2,0,Medium,1,0,0,"$75,001-$100,000"
1011751290,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,3,0,1,Low,1,0,0,"$75,001-$100,000"
1011754010,0,0,Married,College graduate,Hispanic,Medium,3,2,1,Medium,0,0,0,"$150,001-$200,000"
1011758155,0,2,Married,College graduate,Asian,Short,5,0,0,Low,0,1,0,"$75,001-$100,000"
1011776250,0,1,Living With Sig Oth/Dom Prtnr,College graduate,Asian,Medium,3,3,0,Low,1,1,0,"$75,001-$100,000"
1011776382,1,1,Married,High school graduate or less,Other,Long,3,0,0,Low,1,0,0,"$30,000-$50,000"
1011778369,0,2,Married,Post graduate study/degree,White,Long,2,2,1,High,1,0,0,"$150,001-$200,000"
1011778962,0,2,Married,Some college,White,Short,2,2,1,Medium,0,1,1,"$100,001-$150,000"
1015007286,1,1,Married,Post graduate study/degree,Hispanic,Short,4,1,1,Low,1,0,0,"$75,001-$100,000"
1015009807,0,1,Married,High school graduate or less,White,Short,2,3,1,Low,1,1,0,"$50,001-$75,000"
1015027287,0,0,Married,Some college,White,Short,4,3,0,Low,0,0,1,"$150,001-$200,000"
1015028950,0,0,Single/Not Married,High school graduate or less,Native American,Long,4,1,1,Medium,1,0,0,"$30,000-$50,000"
1015031004,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,2,0,Low,0,0,1,"$75,001-$100,000"
1015048039,1,0,Living With Sig Oth/Dom Prtnr,College graduate,African-American/Black,Long,3,0,1,Medium,1,1,0,"$100,001-$150,000"
1015049213,0,0,Married,College graduate,White,Long,4,1,1,Low,1,0,0,"$50,001-$75,000"
1015057887,0,0,Married,Some college,White,Medium,2,2,1,High,1,0,0,"$50,001-$75,000"
1015066819,0,2,Married,High school graduate or less,White,Medium,4,3,0,High,0,1,0,"$100,001-$150,000"
1015069117,0,2,Married,Post graduate study/degree,White,Short,5,3,1,Low,1,0,0,"$100,001-$150,000"
1015075842,0,0,Married,College graduate,White,Long,2,1,1,Low,1,0,0,"$100,001-$150,000"
1015085716,0,1,Married,Post graduate study/degree,White,Medium,5,2,1,Medium,0,1,0,"$100,001-$150,000"
1015087891,0,0,Married,College graduate,African-American/Black,Medium,3,3,0,Medium,1,0,0,"$300,000+"
1015092488,0,1,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,0,1,Medium,0,1,0,"$50,001-$75,000"
1015094642,0,0,Married,College graduate,White,Long,5,3,1,High,1,0,0,"$50,001-$75,000"
1015095797,0,0,Married,High school graduate or less,White,Long,5,2,0,Medium,0,0,1,"$100,001-$150,000"
1015108686,1,0,Married,College graduate,White,Medium,2,1,1,Low,1,0,0,"$50,001-$75,000"
1015109224,1,0,Married,Post graduate study/degree,Asian,Long,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1015109402,0,0,Married,College graduate,White,Short,4,2,1,High,1,0,0,"$100,001-$150,000"
1015118754,0,0,Married,College graduate,White,Long,3,3,1,Low,1,1,0,"$150,001-$200,000"
1015121143,1,0,Married,Some college,White,Long,2,1,0,Medium,1,0,0,"$75,001-$100,000"
1015121607,0,0,Married,Some college,White,Medium,2,3,1,Medium,0,0,1,"$100,001-$150,000"
1015121631,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,4,2,1,High,0,1,0,"$75,001-$100,000"
1015122158,0,0,Divorced/Widowed/Separated,College graduate,White,Medium,3,0,1,Medium,1,0,0,"$50,001-$75,000"
1015135543,0,1,Married,College graduate,White,Long,5,0,0,Medium,1,0,0,"$75,001-$100,000"
1015139948,0,2,Married,Post graduate study/degree,White,Short,2,2,0,Low,0,1,0,"$100,001-$150,000"
1015150119,0,1,Married,College graduate,White,Short,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1015155900,0,2,Divorced/Widowed/Separated,Some college,Other,Long,6,1,0,Low,0,0,1,"$75,001-$100,000"
1015161285,0,1,Married,Post graduate study/degree,Asian,Medium,3,2,1,Medium,0,0,1,"$300,000+"
1015164675,0,1,Married,High school graduate or less,African-American/Black,Short,4,2,0,Medium,1,1,0,"$75,001-$100,000"
1015166716,0,2,Married,Some college,African-American/Black,Long,6,3,1,Low,1,0,0,"$50,001-$75,000"
1015168581,0,1,Married,Some college,African-American/Black,Long,5,3,0,Low,0,1,0,"$150,001-$200,000"
1015168883,0,1,Married,Post graduate study/degree,White,Long,6,2,1,Medium,0,1,0,"$200,001-$250,000"
1015169871,0,0,Married,Post graduate study/degree,White,Short,2,2,0,Medium,0,0,1,"$100,001-$150,000"
1015169944,0,0,Married,Post graduate study/degree,White,Medium,5,1,1,Low,1,0,0,"$75,001-$100,000"
1015172201,0,1,Married,College graduate,Hispanic,Long,3,3,1,Low,1,1,0,"Under $30,000"
1015173135,0,0,Single/Not Married,Some college,Hispanic,Medium,4,3,0,Low,1,0,0,"$100,001-$150,000"
1015181278,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,6,2,1,Low,1,0,0,"$75,001-$100,000"
1015183238,0,0,Married,College graduate,White,Long,2,2,1,Low,0,0,1,"$100,001-$150,000"
1015185850,1,1,Married,College graduate,African-American/Black,Long,2,3,1,Medium,0,1,0,"$30,000-$50,000"
1015185885,0,0,Married,College graduate,White,Short,5,3,1,High,0,1,0,"$100,001-$150,000"
1015186474,0,0,Married,College graduate,White,Short,2,2,1,Low,0,0,1,"$100,001-$150,000"
1015189449,0,2,Married,College graduate,White,Long,4,0,1,High,0,1,0,"$100,001-$150,000"
1015193187,0,0,Married,College graduate,White,Medium,4,2,0,Low,1,0,0,"$75,001-$100,000"
1015198600,0,0,Married,College graduate,White,Long,3,2,1,Medium,0,0,1,"$250,001-$299,999"
1015204723,0,0,Married,Some college,Hispanic,Short,3,0,1,Medium,1,0,0,"$50,001-$75,000"
1015208699,0,0,Married,Post graduate study/degree,White,Short,4,2,1,Medium,1,1,0,"$100,001-$150,000"
1015208737,1,2,Married,Post graduate study/degree,Hispanic,Long,5,0,1,Medium,1,0,0,"$150,001-$200,000"
1015211940,0,1,Married,Some college,White,Long,2,2,1,Medium,0,0,0,"$100,001-$150,000"
1015213757,0,0,Married,Post graduate study/degree,White,Medium,6,3,1,Low,0,1,0,"$100,001-$150,000"
1015215580,0,1,Married,Post graduate study/degree,White,Long,4,3,1,Medium,0,0,1,"$150,001-$200,000"
1015216721,0,0,Married,College graduate,White,Short,2,2,1,Medium,1,1,1,"$50,001-$75,000"
1015219801,0,0,Married,College graduate,White,Medium,3,3,1,Medium,0,0,1,"$100,001-$150,000"
1015222470,0,0,Married,College graduate,White,Long,6,2,1,Medium,1,0,0,"$100,001-$150,000"
1015224937,0,1,Married,College graduate,White,Long,3,3,0,Medium,1,1,0,"$150,001-$200,000"
1015230236,0,0,Married,Post graduate study/degree,White,Long,6,3,1,Medium,1,0,0,"$100,001-$150,000"
1015230384,0,0,Married,College graduate,Hispanic,Long,3,3,1,Low,1,0,0,"$250,001-$299,999"
1015230635,0,0,Married,Post graduate study/degree,Asian,Long,2,2,1,Medium,1,1,0,"$150,001-$200,000"
1015231151,0,2,Married,College graduate,White,Long,2,2,1,High,0,1,1,"$75,001-$100,000"
1015235459,0,1,Married,College graduate,White,Long,4,0,0,Low,1,0,0,"$100,001-$150,000"
1015235580,0,0,Married,College graduate,White,Short,2,2,1,Low,1,0,0,"$50,001-$75,000"
1015239152,0,0,Married,College graduate,White,Long,5,0,0,Low,1,1,1,"$100,001-$150,000"
1015241610,0,0,Married,College graduate,Native American,Long,6,3,0,Medium,0,1,0,"$100,001-$150,000"
1015244091,0,2,Married,Post graduate study/degree,White,Medium,3,3,0,Low,1,0,0,"$100,001-$150,000"
1015246663,0,0,Married,College graduate,White,Short,6,3,1,Medium,1,0,0,"$100,001-$150,000"
1015247201,0,0,Married,Some college,White,Medium,6,3,1,Medium,1,1,0,"$50,001-$75,000"
1015248020,0,0,Divorced/Widowed/Separated,Some college,White,Long,5,3,1,Low,0,1,0,"$30,000-$50,000"
1015256464,0,0,Married,College graduate,White,Medium,5,1,1,High,0,0,1,"$50,001-$75,000"
1015259781,0,0,Married,Post graduate study/degree,White,Long,6,3,1,Medium,0,1,0,"$100,001-$150,000"
1015260640,0,0,Married,Some college,White,Short,5,2,1,High,1,1,0,"$100,001-$150,000"
1015262693,0,2,Married,College graduate,White,Long,3,3,1,Medium,1,1,0,"$100,001-$150,000"
1015262928,0,0,Married,College graduate,White,Long,3,2,0,Low,1,1,0,"$100,001-$150,000"
1015264572,0,0,Married,College graduate,Hispanic,Short,3,3,1,Medium,1,0,0,"$75,001-$100,000"
1015267601,0,0,Married,Post graduate study/degree,Hispanic,Long,2,0,0,High,0,0,1,"$50,001-$75,000"
1015274705,0,0,Divorced/Widowed/Separated,Some college,Hispanic,Short,2,0,0,High,1,0,0,"$30,000-$50,000"
1015287670,0,1,Married,College graduate,White,Long,2,1,0,Low,1,0,0,"$75,001-$100,000"
1015287823,0,0,Married,Some college,White,Long,1,0,1,Medium,1,0,0,"$75,001-$100,000"
1015289087,0,0,Married,Some college,White,Short,3,1,1,Low,1,0,0,"$50,001-$75,000"
1015290042,0,0,Married,High school graduate or less,White,Long,2,0,1,Low,0,1,1,"$100,001-$150,000"
1015293319,0,0,Married,Post graduate study/degree,White,Medium,2,2,1,Medium,0,0,1,"$100,001-$150,000"
1015295940,0,0,Married,College graduate,White,Long,4,3,1,Medium,1,1,1,"$100,001-$150,000"
1015297683,1,1,Married,College graduate,White,Medium,4,2,0,Low,0,0,1,"$300,000+"
1015315592,0,1,Married,Post graduate study/degree,White,Short,3,0,1,Medium,1,0,1,"$100,001-$150,000"
1015318079,0,0,Married,College graduate,White,Medium,4,0,1,Low,0,0,1,"$75,001-$100,000"
1015325032,0,0,Single/Not Married,College graduate,African-American/Black,Medium,3,0,0,Low,1,1,0,"$30,000-$50,000"
1015326756,0,0,Married,Some college,White,Medium,4,2,1,Medium,0,0,1,"$75,001-$100,000"
1015330354,0,0,Married,Post graduate study/degree,White,Long,6,1,1,Medium,1,0,1,"$75,001-$100,000"
1015335364,0,0,Married,College graduate,White,Short,5,3,0,Medium,1,0,0,"$75,001-$100,000"
1015352005,0,0,Married,Some college,White,Short,4,3,1,Medium,0,1,0,"$75,001-$100,000"
1015352609,0,0,Married,High school graduate or less,White,Medium,6,3,1,Low,0,0,1,"$75,001-$100,000"
1015354270,0,0,Married,College graduate,White,Short,6,3,1,Medium,0,0,1,"$75,001-$100,000"
1015357910,0,2,Married,College graduate,White,Long,4,3,1,Medium,1,0,0,"$200,001-$250,000"
1015361225,0,2,Married,College graduate,White,Short,5,2,1,Low,0,0,1,"$100,001-$150,000"
1015364453,0,2,Married,Some college,African-American/Black,Long,3,2,1,Very High,1,1,0,"$50,001-$75,000"
1015365840,0,1,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Medium,3,2,0,Medium,0,1,0,"$100,001-$150,000"
1015371999,0,0,Married,Other,White,Medium,5,2,0,Medium,1,0,0,"$75,001-$100,000"
1015373479,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,3,0,Low,1,0,0,"$100,001-$150,000"
1015378268,0,2,Married,Post graduate study/degree,White,Long,4,2,1,Low,1,1,0,"$200,001-$250,000"
1015381293,0,0,Married,College graduate,White,Short,3,3,1,Low,1,0,0,"$300,000+"
1015382133,0,0,Married,Post graduate study/degree,White,Medium,2,2,0,High,0,1,0,"$100,001-$150,000"
1015386864,0,2,Married,College graduate,White,Medium,3,2,1,High,1,1,0,"$100,001-$150,000"
1015398161,0,0,Married,Post graduate study/degree,White,Long,4,3,0,Low,1,0,0,"$100,001-$150,000"
1015398781,1,0,Married,College graduate,Hispanic,Long,2,3,1,Low,1,1,0,"$75,001-$100,000"
1015407799,1,1,Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1015412610,0,0,Married,College graduate,Asian,Medium,3,3,0,Medium,1,1,0,"$75,001-$100,000"
1015413730,0,0,Married,Post graduate study/degree,White,Long,3,1,0,Low,1,0,0,"$100,001-$150,000"
1015415856,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Medium,1,1,0,"$75,001-$100,000"
1015422615,0,0,Married,College graduate,White,Long,6,3,0,Low,1,0,0,"$100,001-$150,000"
1015423786,1,1,Married,Post graduate study/degree,Hispanic,Long,3,0,1,Medium,1,1,0,"$75,001-$100,000"
1015435261,0,0,Divorced/Widowed/Separated,College graduate,White,Long,4,0,1,Low,1,0,1,"$100,001-$150,000"
1015436250,0,0,Married,Post graduate study/degree,White,Long,5,3,1,Medium,1,0,0,"$100,001-$150,000"
1015438155,0,2,Married,Some college,White,Long,3,1,1,Medium,0,0,1,"$75,001-$100,000"
1015440656,0,2,Divorced/Widowed/Separated,Some college,Hispanic,Long,2,2,1,Medium,1,0,0,"$50,001-$75,000"
1015443779,0,0,Married,High school graduate or less,White,Long,2,3,1,High,0,1,0,"$75,001-$100,000"
1015446336,0,0,Married,College graduate,Asian,Medium,3,3,0,Low,0,1,0,"$100,001-$150,000"
1015452972,0,1,Married,Post graduate study/degree,White,Long,3,3,1,Low,0,0,1,"$100,001-$150,000"
1015460959,0,0,Married,High school graduate or less,White,Medium,5,3,0,Low,0,0,1,"$75,001-$100,000"
1015462897,0,1,Married,College graduate,White,Medium,2,2,0,Medium,0,1,0,"$100,001-$150,000"
1015465845,0,1,Married,Some college,White,Medium,4,1,1,Low,1,0,0,"$50,001-$75,000"
1015469549,0,0,Married,College graduate,White,Long,4,3,0,Medium,1,1,1,"$150,001-$200,000"
1015470423,0,0,Married,Other,White,Long,6,3,1,Low,0,0,1,"$50,001-$75,000"
1015471519,0,2,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,4,2,1,Medium,0,0,1,"$100,001-$150,000"
1015474283,0,1,Married,Post graduate study/degree,White,Long,3,0,1,Low,1,0,0,"$100,001-$150,000"
1015478467,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,3,0,Medium,1,1,0,"$75,001-$100,000"
1015481620,0,0,Married,Post graduate study/degree,White,Long,5,1,0,High,0,1,0,"$150,001-$200,000"
1015489744,0,2,Divorced/Widowed/Separated,Some college,White,Medium,3,3,1,High,1,0,0,"$200,001-$250,000"
1015492478,0,0,Divorced/Widowed/Separated,Some college,White,Medium,6,3,1,High,0,1,0,"$75,001-$100,000"
1015498395,0,0,Married,College graduate,White,Medium,3,2,1,Low,1,0,0,"$75,001-$100,000"
1015512932,0,1,Married,Some college,White,Short,5,3,1,Low,1,0,0,"$100,001-$150,000"
1015526364,0,2,Married,College graduate,White,Short,2,2,1,Medium,0,1,1,"$75,001-$100,000"
1015526925,0,0,Married,Some college,White,Long,4,2,0,Medium,1,0,0,"$100,001-$150,000"
1015530876,1,1,Married,Some college,White,Long,3,0,1,Medium,1,0,0,"$75,001-$100,000"
1015542882,0,0,Married,College graduate,White,Medium,4,3,0,Medium,1,0,0,"$300,000+"
1015544850,0,1,Married,Post graduate study/degree,White,Medium,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1015548341,0,1,Married,College graduate,White,Long,6,3,0,Medium,1,0,0,"$100,001-$150,000"
1015549526,0,2,Married,College graduate,White,Long,4,2,0,Medium,1,0,0,"$150,001-$200,000"
1015551440,0,0,Married,Post graduate study/degree,White,Long,2,3,1,Medium,0,1,0,"$150,001-$200,000"
1015557014,1,0,Married,College graduate,African-American/Black,Short,2,0,1,Low,1,0,0,"$50,001-$75,000"
1015571599,0,0,Married,Post graduate study/degree,Hispanic,Medium,2,2,1,Medium,0,1,0,"$150,001-$200,000"
1015572099,0,2,Married,Post graduate study/degree,White,Long,3,2,1,Low,1,0,0,"$100,001-$150,000"
1015572803,0,0,Married,College graduate,White,Medium,3,3,0,High,0,1,0,"$100,001-$150,000"
